Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker
no checking account,0.2941176470588235,existing credits paid back duly till now,radio/television,0.05838010344448112,100 <= ... < 500 DM,4 <= ... < 7 years,1.0,male : married/widowed,none,0.6666666666666667,building society savings agreement/ life insurance,0.125,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,existing credits paid back duly till now,radio/television,0.15709254979641246,unknown/ no savings account,< 1 year,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.10714285714285715,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.25,critical account/ other credits existing (not at this bank),education,0.1138439528997469,... < 100 DM,< 1 year,0.3333333333333333,male : divorced/separated,none,0.0,"car or other, not in attribute 6",0.25000000000000006,none,rent,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.029411764705882346,existing credits paid back duly till now,car (new),0.06184659403543523,unknown/ no savings account,unemployed,1.0,female : divorced/separated/married,none,0.6666666666666667,building society savings agreement/ life insurance,1.0,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),furniture/equipment,0.18498954550456698,... < 100 DM,>= 7 years,0.6666666666666667,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.32142857142857145,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.6470588235294117,existing credits paid back duly till now,car (new),0.41339275888632115,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,unknown / no property,0.41071428571428575,bank,for free,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.20588235294117646,existing credits paid back duly till now,furniture/equipment,0.15401122482667548,... < 100 DM,< 1 year,0.0,female : divorced/separated/married,none,0.0,building society savings agreement/ life insurance,0.46428571428571425,stores,own,0.0,unskilled - resident,0.0,none,yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,radio/television,0.0706503796632552,... < 100 DM,< 1 year,0.0,male : married/widowed,none,0.0,real estate,0.07142857142857145,none,rent,0.0,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,delay in paying off in the past,car (new),0.09805216242984482,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,unknown / no property,0.7321428571428572,none,for free,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.38235294117647056,existing credits paid back duly till now,furniture/equipment,0.33564432706063607,unknown/ no savings account,>= 7 years,1.0,male : single,none,1.0,building society savings agreement/ life insurance,0.21428571428571425,none,own,0.0,skilled employee / official,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.20588235294117646,existing credits paid back duly till now,furniture/equipment,0.14383184769450866,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.0,real estate,0.26785714285714285,none,own,0.0,unskilled - resident,1.0,none,yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),car (new),0.05529877847474414,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,real estate,0.75,none,own,0.3333333333333333,unskilled - resident,0.0,none,yes
... < 0 DM,0.2941176470588235,delay in paying off in the past,car (new),0.059590623968306375,... < 100 DM,unemployed,1.0,male : single,none,0.3333333333333333,real estate,0.42857142857142855,none,for free,0.3333333333333333,skilled employee / official,1.0,none,yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),car (new),0.09750192582810609,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.32142857142857145,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,existing credits paid back duly till now,radio/television,0.07164080554638494,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : single,none,0.0,"car or other, not in attribute 6",0.23214285714285715,bank,own,0.0,skilled employee / official,1.0,none,yes
... < 0 DM,0.1176470588235294,all credits at this bank paid back duly,radio/television,0.020688896225376913,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,real estate,0.0892857142857143,bank,own,0.0,unskilled - resident,0.0,none,yes
no checking account,0.6470588235294117,critical account/ other credits existing (not at this bank),car (used),0.473643666776714,unknown/ no savings account,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.0,unknown / no property,0.28571428571428575,none,for free,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),repairs,0.04104765048971058,unknown/ no savings account,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,1.0,real estate,0.07142857142857145,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.029411764705882346,all credits at this bank paid back duly,radio/television,0.08253549026081215,500 <= ... < 1000 DM,>= 7 years,0.3333333333333333,male : single,none,1.0,building society savings agreement/ life insurance,0.46428571428571425,bank,own,0.0,unskilled - resident,1.0,none,yes
... < 0 DM,0.6470588235294117,existing credits paid back duly till now,radio/television,0.3713546825134808,... < 100 DM,4 <= ... < 7 years,0.0,male : married/widowed,guarantor,0.0,real estate,0.26785714285714285,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),car (new),0.09601628700341147,100 <= ... < 500 DM,< 1 year,1.0,male : single,none,0.0,"car or other, not in attribute 6",0.14285714285714285,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.07352941176470588,existing credits paid back duly till now,education,0.052217453505007144,... < 100 DM,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.8571428571428572,none,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,radio/television,0.059480576647958625,... < 100 DM,< 1 year,0.3333333333333333,male : single,none,0.0,"car or other, not in attribute 6",0.0535714285714286,stores,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.20588235294117646,no credits taken/ all credits paid back duly,car (new),0.11158798283261802,100 <= ... < 500 DM,< 1 year,0.6666666666666667,female : divorced/separated/married,none,0.6666666666666667,"car or other, not in attribute 6",0.16071428571428575,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.25,no credits taken/ all credits paid back duly,car (new),0.26152745680642675,unknown/ no savings account,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.17857142857142855,bank,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.2941176470588235,all credits at this bank paid back duly,furniture/equipment,0.1816881258941345,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : single,none,1.0,"car or other, not in attribute 6",0.14285714285714285,bank,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),furniture/equipment,0.09232970177176185,... < 100 DM,< 1 year,0.3333333333333333,male : single,none,0.3333333333333333,real estate,0.21428571428571425,none,own,0.3333333333333333,unskilled - resident,0.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,car (used),0.14933421371189612,unknown/ no savings account,>= 7 years,1.0,male : single,none,1.0,unknown / no property,0.5357142857142858,bank,for free,0.0,skilled employee / official,1.0,"yes, registered under the customers name",yes
... < 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.07131066358534169,... < 100 DM,4 <= ... < 7 years,1.0,male : single,guarantor,1.0,"car or other, not in attribute 6",0.0892857142857143,bank,rent,0.0,unskilled - resident,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.029411764705882346,delay in paying off in the past,radio/television,0.023825244855287777,... < 100 DM,< 1 year,0.3333333333333333,female : divorced/separated/married,none,0.0,building society savings agreement/ life insurance,0.17857142857142855,bank,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.47058823529411764,existing credits paid back duly till now,car (new),0.6679322108506658,unknown/ no savings account,1 <= ... < 4 years,0.0,male : single,none,1.0,unknown / no property,0.32142857142857145,none,for free,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,business,0.24551557169582922,unknown/ no savings account,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.32142857142857145,bank,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,radio/television,0.07169582920655881,100 <= ... < 500 DM,4 <= ... < 7 years,0.6666666666666667,female : divorced/separated/married,none,0.3333333333333333,building society savings agreement/ life insurance,0.07142857142857145,none,rent,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,car (new),0.06173654671508748,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,male : divorced/separated,none,0.6666666666666667,"car or other, not in attribute 6",0.30357142857142855,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),radio/television,0.12809508088478047,>= 1000 DM,>= 7 years,0.3333333333333333,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.26785714285714285,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.6470588235294117,existing credits paid back duly till now,radio/television,0.20518322878837902,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,none,0.0,"car or other, not in attribute 6",0.39285714285714285,none,own,0.3333333333333333,skilled employee / official,1.0,"yes, registered under the customers name",yes
... < 0 DM,0.6470588235294117,existing credits paid back duly till now,radio/television,0.358093980411577,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.21428571428571425,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,furniture/equipment,0.1641906019588423,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,1.0,real estate,0.07142857142857145,none,rent,0.0,unskilled - resident,0.0,"yes, registered under the customers name",yes
no checking account,0.38235294117647056,critical account/ other credits existing (not at this bank),radio/television,0.3138549576317817,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : single,co-applicant,0.3333333333333333,"car or other, not in attribute 6",0.33928571428571425,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,existing credits paid back duly till now,car (used),0.2851876306811929,unknown/ no savings account,unemployed,0.3333333333333333,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.125,none,rent,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.16176470588235292,existing credits paid back duly till now,business,0.030593155056674374,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.0535714285714286,none,own,0.0,unskilled - resident,0.0,none,yes
0 <= ... < 200 DM,0.07352941176470588,existing credits paid back duly till now,radio/television,0.045779685264663805,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.14285714285714285,none,own,0.3333333333333333,unskilled - resident,0.0,none,yes
no checking account,0.16176470588235292,critical account/ other credits existing (not at this bank),furniture/equipment,0.13965004952129417,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,female : divorced/separated/married,co-applicant,0.6666666666666667,"car or other, not in attribute 6",0.0892857142857143,bank,own,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,radio/television,0.1474634092659844,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,female : divorced/separated/married,none,0.0,real estate,0.14285714285714285,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),education,0.09227467811158797,unknown/ no savings account,1 <= ... < 4 years,0.6666666666666667,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.25000000000000006,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.47058823529411764,critical account/ other credits existing (not at this bank),car (new),0.14141080664685815,... < 100 DM,< 1 year,1.0,male : divorced/separated,none,1.0,"car or other, not in attribute 6",0.14285714285714285,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,existing credits paid back duly till now,retraining,0.03780125453945196,... < 100 DM,< 1 year,1.0,male : married/widowed,none,0.6666666666666667,"car or other, not in attribute 6",0.14285714285714285,none,own,0.3333333333333333,unskilled - resident,0.0,none,yes
0 <= ... < 200 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),car (new),0.044349070100143065,... < 100 DM,>= 7 years,0.6666666666666667,male : single,guarantor,0.6666666666666667,real estate,0.19642857142857145,bank,own,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),car (new),0.1581379993397161,... < 100 DM,< 1 year,0.0,male : single,none,0.6666666666666667,real estate,0.5357142857142858,bank,own,0.3333333333333333,unskilled - resident,1.0,none,yes
no checking account,0.07352941176470588,existing credits paid back duly till now,furniture/equipment,0.06261692527786948,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,0.3333333333333333,real estate,0.125,none,rent,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.47058823529411764,existing credits paid back duly till now,repairs,0.11742049081104876,... < 100 DM,< 1 year,1.0,male : single,none,0.0,unknown / no property,0.25000000000000006,none,rent,0.0,unskilled - resident,0.0,none,yes
no checking account,0.1176470588235294,existing credits paid back duly till now,car (new),0.10360955210740619,unknown/ no savings account,>= 7 years,1.0,female : divorced/separated/married,none,1.0,unknown / no property,0.5892857142857142,none,for free,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.20588235294117646,existing credits paid back duly till now,furniture/equipment,0.09843732805106195,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.01785714285714285,bank,rent,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.07352941176470588,critical account/ other credits existing (not at this bank),car (new),0.1402553097832068,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.3333333333333333,real estate,0.30357142857142855,none,rent,0.3333333333333333,skilled employee / official,1.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.05716958292065588,... < 100 DM,1 <= ... < 4 years,1.0,male : single,guarantor,0.0,building society savings agreement/ life insurance,0.035714285714285754,none,own,0.0,unskilled - resident,0.0,none,yes
... < 0 DM,0.20588235294117646,existing credits paid back duly till now,domestic appliances,0.0532078793881369,... < 100 DM,1 <= ... < 4 years,1.0,male : married/widowed,none,0.6666666666666667,real estate,0.49999999999999994,none,own,0.0,unskilled - resident,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),furniture/equipment,0.10982722570705403,... < 100 DM,>= 7 years,0.6666666666666667,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.7321428571428572,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),radio/television,0.007428194123473095,... < 100 DM,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,0.6666666666666667,real estate,0.6964285714285714,none,own,1.0,unskilled - resident,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,car (new),0.09436557719819522,unknown/ no savings account,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.41071428571428575,none,rent,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.25,existing credits paid back duly till now,business,0.07274127874986244,>= 1000 DM,>= 7 years,1.0,female : divorced/separated/married,none,1.0,real estate,0.30357142857142855,bank,own,0.0,unskilled - resident,0.0,none,yes
0 <= ... < 200 DM,0.2941176470588235,existing credits paid back duly till now,car (new),0.13579839330912294,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.01785714285714285,none,rent,0.0,unskilled - resident,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.2941176470588235,all credits at this bank paid back duly,others,0.06096621547265324,unknown/ no savings account,>= 7 years,1.0,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.37499999999999994,stores,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.029411764705882346,all credits at this bank paid back duly,car (new),0.03747111257840871,100 <= ... < 500 DM,< 1 year,0.0,female : divorced/separated/married,none,0.0,building society savings agreement/ life insurance,0.23214285714285715,stores,own,0.0,unskilled - resident,0.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,car (new),0.06558820292725871,... < 100 DM,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.07142857142857145,none,rent,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.2941176470588235,no credits taken/ all credits paid back duly,business,0.2195994277539342,... < 100 DM,1 <= ... < 4 years,0.0,male : single,none,1.0,real estate,0.30357142857142855,none,own,0.6666666666666667,unskilled - resident,0.0,"yes, registered under the customers name",yes
no checking account,0.20588235294117646,critical account/ other credits existing (not at this bank),car (new),0.1389347419390338,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.21428571428571425,bank,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,delay in paying off in the past,business,0.19880048420820953,... < 100 DM,1 <= ... < 4 years,0.0,male : single,none,0.3333333333333333,unknown / no property,0.23214285714285715,none,for free,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.044117647058823525,existing credits paid back duly till now,radio/television,0.11439418950148562,... < 100 DM,< 1 year,0.0,female : divorced/separated/married,guarantor,0.0,real estate,0.46428571428571425,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.07352941176470588,existing credits paid back duly till now,furniture/equipment,0.03675580499614835,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,0.0,building society savings agreement/ life insurance,0.19642857142857145,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.2941176470588235,all credits at this bank paid back duly,education,0.08732254869593925,... < 100 DM,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,1.0,unknown / no property,0.26785714285714285,bank,for free,0.0,unskilled - resident,0.0,none,yes
no checking account,0.47058823529411764,existing credits paid back duly till now,furniture/equipment,0.17051832287883792,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.16071428571428575,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
... >= 200 DM / salary assignments for at least 1 year,0.08823529411764706,existing credits paid back duly till now,furniture/equipment,0.05639925167822163,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,0.3333333333333333,building society savings agreement/ life insurance,0.07142857142857145,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.2941176470588235,all credits at this bank paid back duly,furniture/equipment,0.14185099592824915,500 <= ... < 1000 DM,1 <= ... < 4 years,1.0,male : single,none,1.0,real estate,0.0535714285714286,stores,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),business,0.23528117090348852,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,male : single,none,0.3333333333333333,real estate,0.9821428571428572,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.47058823529411764,existing credits paid back duly till now,radio/television,0.13321228128095083,100 <= ... < 500 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,co-applicant,1.0,unknown / no property,0.5535714285714286,none,for free,0.0,skilled employee / official,0.0,none,yes
no checking account,0.20588235294117646,existing credits paid back duly till now,radio/television,0.09909761197314845,... < 100 DM,< 1 year,1.0,male : single,none,0.0,real estate,0.25000000000000006,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.16176470588235292,existing credits paid back duly till now,car (used),0.05777484318256851,unknown/ no savings account,>= 7 years,1.0,male : single,none,1.0,unknown / no property,0.46428571428571425,bank,for free,0.0,skilled employee / official,1.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,domestic appliances,0.02701661714537251,100 <= ... < 500 DM,unemployed,1.0,female : divorced/separated/married,none,0.6666666666666667,building society savings agreement/ life insurance,0.0535714285714286,none,own,0.0,skilled employee / official,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.08823529411764706,existing credits paid back duly till now,car (new),0.05447342357213601,100 <= ... < 500 DM,>= 7 years,0.0,female : divorced/separated/married,none,1.0,unknown / no property,0.5178571428571428,none,for free,0.0,unskilled - resident,1.0,none,yes
... < 0 DM,0.25,existing credits paid back duly till now,radio/television,0.17095851216022892,>= 1000 DM,< 1 year,1.0,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.17857142857142855,bank,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.2941176470588235,all credits at this bank paid back duly,car (used),0.18609001870804448,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,guarantor,1.0,"car or other, not in attribute 6",0.0535714285714286,bank,rent,0.0,skilled employee / official,0.0,none,no
no checking account,0.20588235294117646,delay in paying off in the past,furniture/equipment,0.08572686255089688,... < 100 DM,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,0.0,real estate,0.0535714285714286,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.6470588235294117,no credits taken/ all credits paid back duly,business,0.6577528337184989,unknown/ no savings account,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.5178571428571428,bank,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.8235294117647058,delay in paying off in the past,radio/television,0.4900957411687025,unknown/ no savings account,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.3333333333333333,unknown / no property,0.14285714285714285,none,for free,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,none,yes
... < 0 DM,0.029411764705882346,critical account/ other credits existing (not at this bank),car (new),0.18851105975569496,... < 100 DM,1 <= ... < 4 years,0.0,male : single,none,0.6666666666666667,real estate,0.32142857142857145,none,rent,0.6666666666666667,skilled employee / official,1.0,none,yes
0 <= ... < 200 DM,0.38235294117647056,existing credits paid back duly till now,furniture/equipment,0.17558049961483438,100 <= ... < 500 DM,1 <= ... < 4 years,0.3333333333333333,female : divorced/separated/married,co-applicant,1.0,"car or other, not in attribute 6",0.035714285714285754,none,rent,0.0,skilled employee / official,0.0,none,yes
no checking account,0.1176470588235294,existing credits paid back duly till now,car (new),0.02145922746781116,... < 100 DM,1 <= ... < 4 years,1.0,male : divorced/separated,none,0.3333333333333333,real estate,0.5357142857142858,none,own,0.0,unskilled - resident,0.0,none,yes
0 <= ... < 200 DM,0.25,critical account/ other credits existing (not at this bank),business,0.18719049191152196,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.14285714285714285,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.20588235294117646,critical account/ other credits existing (not at this bank),car (new),0.0704302850225597,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.23214285714285715,bank,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.6470588235294117,existing credits paid back duly till now,business,0.20160669087707717,unknown/ no savings account,1 <= ... < 4 years,1.0,male : divorced/separated,none,0.3333333333333333,real estate,0.33928571428571425,bank,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.08847804555959062,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,0.0,"car or other, not in attribute 6",0.0535714285714286,none,rent,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.12930560140860572,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,1.0,unknown / no property,0.8214285714285714,none,for free,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.16176470588235292,existing credits paid back duly till now,radio/television,0.09513590844062947,unknown/ no savings account,>= 7 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.28571428571428575,none,own,0.0,skilled employee / official,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.029411764705882346,existing credits paid back duly till now,furniture/equipment,0.10267414988445031,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.3333333333333333,real estate,0.39285714285714285,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.07352941176470588,all credits at this bank paid back duly,car (new),0.06531308462638935,100 <= ... < 500 DM,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.6666666666666667,unknown / no property,0.17857142857142855,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.5588235294117647,critical account/ other credits existing (not at this bank),furniture/equipment,0.20864971937933313,500 <= ... < 1000 DM,1 <= ... < 4 years,1.0,male : single,none,1.0,real estate,0.30357142857142855,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.07352941176470588,existing credits paid back duly till now,education,0.19709475074281943,unknown/ no savings account,>= 7 years,0.0,male : single,none,1.0,real estate,0.8035714285714286,none,own,0.0,unskilled - resident,0.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,radio/television,0.18763068119291296,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.16071428571428575,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.20588235294117646,all credits at this bank paid back duly,furniture/equipment,0.07169582920655881,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.44642857142857145,bank,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,radio/television,0.06569825024760646,unknown/ no savings account,< 1 year,1.0,male : single,none,0.0,building society savings agreement/ life insurance,0.07142857142857145,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.07352941176470588,existing credits paid back duly till now,furniture/equipment,0.09519093210080334,... < 100 DM,< 1 year,0.3333333333333333,female : divorced/separated/married,co-applicant,0.3333333333333333,"car or other, not in attribute 6",0.0,none,rent,0.3333333333333333,skilled employee / official,0.0,none,yes
